"destination","passanger","weather","temperature","time","coupon","expiration","gender","age","maritalStatus","has_children","education","occupation","income","Bar","CoffeeHouse","CarryAway","RestaurantLessThan20","Restaurant20To50","toCoupon_GEQ15min","toCoupon_GEQ25min","direction_same","direction_opp","Y","age_weightage","income_weightage","occupation_class","expiration_weightage"
"Home","Alone","Sunny","80","6PM","Coffee House","1d","Male","21","Unmarried partner","0","Some college - no degree","Food Preparation & Serving Related","$12500 - $24999","1~3","less1","1~3","1~3","never","0","0","1","0",0,2,2,"Craft and related trades workers",24
"Home","Alone","Sunny","80","6PM","Coffee House","1d","Male","21","Unmarried partner","0","Some college - no degree","Food Preparation & Serving Related","$12500 - $24999","1~3","less1","1~3","1~3","never","0","0","0","1",0,2,2,"Craft and related trades workers",24
"Home","Alone","Sunny","80","6PM","Restaurant(<20)","2h","Male","21","Unmarried partner","0","Some college - no degree","Food Preparation & Serving Related","$12500 - $24999","1~3","less1","1~3","1~3","never","0","0","1","0",0,2,2,"Craft and related trades workers",2
"Home","Alone","Sunny","80","6PM","Coffee House","2h","Male","21","Unmarried partner","0","Some college - no degree","Food Preparation & Serving Related","$12500 - $24999","1~3","less1","1~3","1~3","never","1","1","0","1",0,2,2,"Craft and related trades workers",2
"Home","Alone","Sunny","80","10PM","Restaurant(<20)","2h","Male","21","Unmarried partner","0","Some college - no degree","Food Preparation & Serving Related","$12500 - $24999","1~3","less1","1~3","1~3","never","0","0","1","0",0,2,2,"Craft and related trades workers",2
"Home","Alone","Sunny","80","10PM","Carry out & Take away","1d","Male","21","Unmarried partner","0","Some college - no degree","Food Preparation & Serving Related","$12500 - $24999","1~3","less1","1~3","1~3","never","0","0","1","0",1,2,2,"Craft and related trades workers",24
"Work","Alone","Sunny","80","7AM","Coffee House","2h","Male","21","Unmarried partner","0","Some college - no degree","Food Preparation & Serving Related","$12500 - $24999","1~3","less1","1~3","1~3","never","0","0","1","0",0,2,2,"Craft and related trades workers",2
"Work","Alone","Sunny","80","7AM","Coffee House","2h","Male","21","Unmarried partner","0","Some college - no degree","Food Preparation & Serving Related","$12500 - $24999","1~3","less1","1~3","1~3","never","1","0","1","0",0,2,2,"Craft and related trades workers",2
"Work","Alone","Sunny","80","7AM","Carry out & Take away","1d","Male","21","Unmarried partner","0","Some college - no degree","Food Preparation & Serving Related","$12500 - $24999","1~3","less1","1~3","1~3","never","1","1","0","1",1,2,2,"Craft and related trades workers",24
"Work","Alone","Sunny","80","7AM","Carry out & Take away","1d","Male","21","Unmarried partner","0","Some college - no degree","Food Preparation & Serving Related","$12500 - $24999","1~3","less1","1~3","1~3","never","0","0","1","0",1,2,2,"Craft and related trades workers",24
"Work","Alone","Sunny","55","7AM","Coffee House","1d","Male","21","Unmarried partner","0","Some college - no degree","Food Preparation & Serving Related","$12500 - $24999","1~3","less1","1~3","1~3","never","1","0","0","1",0,2,2,"Craft and related trades workers",24
"No Urgent Place","Alone","Sunny","80","10AM","Bar","1d","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$75000 - $87499","1~3","never","1~3","1~3","less1","0","0","0","1",0,3,7,"Professionals",24
"No Urgent Place","Friends","Sunny","80","10AM","Coffee House","2h","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$75000 - $87499","1~3","never","1~3","1~3","less1","1","0","0","1",0,3,7,"Professionals",2
"No Urgent Place","Friends","Sunny","80","2PM","Restaurant(<20)","2h","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$75000 - $87499","1~3","never","1~3","1~3","less1","1","0","0","1",1,3,7,"Professionals",2
"No Urgent Place","Friends","Sunny","80","6PM","Restaurant(<20)","1d","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$75000 - $87499","1~3","never","1~3","1~3","less1","1","0","0","1",1,3,7,"Professionals",24
"No Urgent Place","Friends","Sunny","55","2PM","Coffee House","1d","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$75000 - $87499","1~3","never","1~3","1~3","less1","0","0","0","1",0,3,7,"Professionals",24
"No Urgent Place","Partner","Sunny","80","10AM","Coffee House","1d","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$75000 - $87499","1~3","never","1~3","1~3","less1","0","0","0","1",0,3,7,"Professionals",24
"No Urgent Place","Partner","Sunny","80","10AM","Restaurant(20-50)","2h","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$75000 - $87499","1~3","never","1~3","1~3","less1","0","0","0","1",0,3,7,"Professionals",2
"No Urgent Place","Partner","Sunny","80","10AM","Coffee House","1d","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$75000 - $87499","1~3","never","1~3","1~3","less1","1","0","0","1",0,3,7,"Professionals",24
"No Urgent Place","Partner","Sunny","80","2PM","Coffee House","2h","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$75000 - $87499","1~3","never","1~3","1~3","less1","0","0","0","1",0,3,7,"Professionals",2
"No Urgent Place","Partner","Sunny","80","6PM","Restaurant(<20)","1d","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$75000 - $87499","1~3","never","1~3","1~3","less1","0","0","0","1",1,3,7,"Professionals",24
"No Urgent Place","Partner","Sunny","80","6PM","Bar","2h","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$75000 - $87499","1~3","never","1~3","1~3","less1","1","0","0","1",0,3,7,"Professionals",2
"Home","Alone","Sunny","80","6PM","Coffee House","1d","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$75000 - $87499","1~3","never","1~3","1~3","less1","0","0","1","0",0,3,7,"Professionals",24
"Home","Alone","Sunny","80","6PM","Coffee House","1d","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$75000 - $87499","1~3","never","1~3","1~3","less1","0","0","0","1",0,3,7,"Professionals",24
"Home","Alone","Sunny","80","6PM","Restaurant(<20)","2h","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$75000 - $87499","1~3","never","1~3","1~3","less1","0","0","1","0",1,3,7,"Professionals",2
"Home","Alone","Sunny","80","6PM","Coffee House","2h","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$75000 - $87499","1~3","never","1~3","1~3","less1","1","1","0","1",0,3,7,"Professionals",2
"Home","Alone","Sunny","80","10PM","Restaurant(<20)","2h","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$75000 - $87499","1~3","never","1~3","1~3","less1","0","0","1","0",0,3,7,"Professionals",2
"Home","Alone","Sunny","80","10PM","Carry out & Take away","1d","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$75000 - $87499","1~3","never","1~3","1~3","less1","0","0","1","0",0,3,7,"Professionals",24
"Work","Alone","Sunny","80","7AM","Coffee House","2h","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$75000 - $87499","1~3","never","1~3","1~3","less1","0","0","1","0",0,3,7,"Professionals",2
"Work","Alone","Sunny","80","7AM","Coffee House","2h","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$75000 - $87499","1~3","never","1~3","1~3","less1","1","0","1","0",0,3,7,"Professionals",2
"Work","Alone","Sunny","80","7AM","Carry out & Take away","1d","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$75000 - $87499","1~3","never","1~3","1~3","less1","1","1","0","1",1,3,7,"Professionals",24
"Work","Alone","Sunny","80","7AM","Carry out & Take away","1d","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$75000 - $87499","1~3","never","1~3","1~3","less1","0","0","1","0",1,3,7,"Professionals",24
"Work","Alone","Sunny","55","7AM","Coffee House","1d","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$75000 - $87499","1~3","never","1~3","1~3","less1","1","0","0","1",0,3,7,"Professionals",24
"No Urgent Place","Alone","Sunny","80","10AM","Bar","1d","Male","46","Married partner","1","Graduate degree (Masters or Doctorate)","Retired","$50000 - $62499","never","never","less1","4~8","1~3","0","0","0","1",1,7,5,"Retired",24
"No Urgent Place","Friends","Sunny","80","10AM","Coffee House","2h","Male","46","Married partner","1","Graduate degree (Masters or Doctorate)","Retired","$50000 - $62499","never","never","less1","4~8","1~3","1","0","0","1",1,7,5,"Retired",2
"No Urgent Place","Friends","Sunny","80","2PM","Restaurant(<20)","2h","Male","46","Married partner","1","Graduate degree (Masters or Doctorate)","Retired","$50000 - $62499","never","never","less1","4~8","1~3","1","0","0","1",0,7,5,"Retired",2
"No Urgent Place","Friends","Sunny","80","6PM","Restaurant(<20)","1d","Male","46","Married partner","1","Graduate degree (Masters or Doctorate)","Retired","$50000 - $62499","never","never","less1","4~8","1~3","1","0","0","1",1,7,5,"Retired",24
"No Urgent Place","Friends","Sunny","55","2PM","Coffee House","1d","Male","46","Married partner","1","Graduate degree (Masters or Doctorate)","Retired","$50000 - $62499","never","never","less1","4~8","1~3","0","0","0","1",1,7,5,"Retired",24
"No Urgent Place","Alone","Sunny","80","2PM","Restaurant(<20)","2h","Male","46","Married partner","1","Graduate degree (Masters or Doctorate)","Retired","$50000 - $62499","never","never","less1","4~8","1~3","1","0","0","1",0,7,5,"Retired",2
"No Urgent Place","Partner","Sunny","80","10AM","Coffee House","1d","Male","46","Married partner","1","Graduate degree (Masters or Doctorate)","Retired","$50000 - $62499","never","never","less1","4~8","1~3","0","0","0","1",1,7,5,"Retired",24
"No Urgent Place","Partner","Sunny","80","10AM","Restaurant(20-50)","2h","Male","46","Married partner","1","Graduate degree (Masters or Doctorate)","Retired","$50000 - $62499","never","never","less1","4~8","1~3","0","0","0","1",0,7,5,"Retired",2
"No Urgent Place","Partner","Sunny","80","10AM","Coffee House","1d","Male","46","Married partner","1","Graduate degree (Masters or Doctorate)","Retired","$50000 - $62499","never","never","less1","4~8","1~3","1","0","0","1",1,7,5,"Retired",24
"No Urgent Place","Partner","Sunny","80","2PM","Coffee House","2h","Male","46","Married partner","1","Graduate degree (Masters or Doctorate)","Retired","$50000 - $62499","never","never","less1","4~8","1~3","0","0","0","1",1,7,5,"Retired",2
"No Urgent Place","Partner","Sunny","80","6PM","Restaurant(<20)","1d","Male","46","Married partner","1","Graduate degree (Masters or Doctorate)","Retired","$50000 - $62499","never","never","less1","4~8","1~3","0","0","0","1",1,7,5,"Retired",24
"No Urgent Place","Partner","Sunny","80","6PM","Bar","2h","Male","46","Married partner","1","Graduate degree (Masters or Doctorate)","Retired","$50000 - $62499","never","never","less1","4~8","1~3","1","0","0","1",1,7,5,"Retired",2
"No Urgent Place","Kids","Sunny","80","10AM","Restaurant(<20)","1d","Male","46","Married partner","1","Graduate degree (Masters or Doctorate)","Retired","$50000 - $62499","never","never","less1","4~8","1~3","1","0","0","1",0,7,5,"Retired",24
"No Urgent Place","Kids","Sunny","80","10AM","Carry out & Take away","1d","Male","46","Married partner","1","Graduate degree (Masters or Doctorate)","Retired","$50000 - $62499","never","never","less1","4~8","1~3","1","0","0","1",1,7,5,"Retired",24
"No Urgent Place","Kids","Sunny","80","10AM","Bar","2h","Male","46","Married partner","1","Graduate degree (Masters or Doctorate)","Retired","$50000 - $62499","never","never","less1","4~8","1~3","1","0","0","1",0,7,5,"Retired",2
"No Urgent Place","Kids","Sunny","80","2PM","Restaurant(<20)","2h","Male","46","Married partner","1","Graduate degree (Masters or Doctorate)","Retired","$50000 - $62499","never","never","less1","4~8","1~3","0","0","0","1",0,7,5,"Retired",2
"No Urgent Place","Kids","Sunny","55","2PM","Coffee House","2h","Male","46","Married partner","1","Graduate degree (Masters or Doctorate)","Retired","$50000 - $62499","never","never","less1","4~8","1~3","1","0","0","1",1,7,5,"Retired",2
"No Urgent Place","Kids","Sunny","55","6PM","Coffee House","1d","Male","46","Married partner","1","Graduate degree (Masters or Doctorate)","Retired","$50000 - $62499","never","never","less1","4~8","1~3","1","0","0","1",1,7,5,"Retired",24
"Home","Alone","Sunny","55","6PM","Restaurant(20-50)","2h","Male","46","Married partner","1","Graduate degree (Masters or Doctorate)","Retired","$50000 - $62499","never","never","less1","4~8","1~3","1","0","0","1",0,7,5,"Retired",2
"Home","Alone","Sunny","80","6PM","Coffee House","1d","Male","46","Married partner","1","Graduate degree (Masters or Doctorate)","Retired","$50000 - $62499","never","never","less1","4~8","1~3","0","0","1","0",1,7,5,"Retired",24
"Home","Alone","Sunny","80","6PM","Coffee House","1d","Male","46","Married partner","1","Graduate degree (Masters or Doctorate)","Retired","$50000 - $62499","never","never","less1","4~8","1~3","0","0","0","1",0,7,5,"Retired",24
"Home","Alone","Sunny","55","10PM","Carry out & Take away","1d","Male","46","Married partner","1","Graduate degree (Masters or Doctorate)","Retired","$50000 - $62499","never","never","less1","4~8","1~3","1","1","0","1",0,7,5,"Retired",24
"Home","Alone","Sunny","80","6PM","Restaurant(<20)","2h","Male","46","Married partner","1","Graduate degree (Masters or Doctorate)","Retired","$50000 - $62499","never","never","less1","4~8","1~3","0","0","1","0",1,7,5,"Retired",2
"Home","Alone","Sunny","80","6PM","Coffee House","2h","Male","46","Married partner","1","Graduate degree (Masters or Doctorate)","Retired","$50000 - $62499","never","never","less1","4~8","1~3","1","1","0","1",0,7,5,"Retired",2
"Home","Alone","Sunny","80","10PM","Restaurant(<20)","2h","Male","46","Married partner","1","Graduate degree (Masters or Doctorate)","Retired","$50000 - $62499","never","never","less1","4~8","1~3","0","0","1","0",0,7,5,"Retired",2
"Home","Alone","Sunny","80","10PM","Carry out & Take away","1d","Male","46","Married partner","1","Graduate degree (Masters or Doctorate)","Retired","$50000 - $62499","never","never","less1","4~8","1~3","0","0","1","0",0,7,5,"Retired",24
"Home","Alone","Sunny","80","10PM","Bar","1d","Male","46","Married partner","1","Graduate degree (Masters or Doctorate)","Retired","$50000 - $62499","never","never","less1","4~8","1~3","1","0","1","0",0,7,5,"Retired",24
"Work","Alone","Sunny","80","7AM","Coffee House","2h","Male","46","Married partner","1","Graduate degree (Masters or Doctorate)","Retired","$50000 - $62499","never","never","less1","4~8","1~3","0","0","1","0",1,7,5,"Retired",2
"Work","Alone","Sunny","80","7AM","Coffee House","2h","Male","46","Married partner","1","Graduate degree (Masters or Doctorate)","Retired","$50000 - $62499","never","never","less1","4~8","1~3","1","0","1","0",1,7,5,"Retired",2
"Work","Alone","Sunny","80","7AM","Restaurant(20-50)","2h","Male","46","Married partner","1","Graduate degree (Masters or Doctorate)","Retired","$50000 - $62499","never","never","less1","4~8","1~3","1","0","0","1",0,7,5,"Retired",2
"Work","Alone","Sunny","80","7AM","Carry out & Take away","1d","Male","46","Married partner","1","Graduate degree (Masters or Doctorate)","Retired","$50000 - $62499","never","never","less1","4~8","1~3","1","1","0","1",0,7,5,"Retired",24
"Work","Alone","Sunny","80","7AM","Carry out & Take away","1d","Male","46","Married partner","1","Graduate degree (Masters or Doctorate)","Retired","$50000 - $62499","never","never","less1","4~8","1~3","1","1","0","1",1,7,5,"Retired",24
